file_path,topics,topic_probability,stime,etime,play_time,topic,nouns
./././Data/test_data/mid_presentation/tibayuki/20240914/split_audio_12_1.wav,26,0.9848758,0.0,184.72,184.72,26,"['地元', 'しそ', 'おかき', '大屋', '最後', 'つげ', '最初', '日本', 'お札', 'フサ', 'ブランド', 'まつげ', 'ラセイド', '同い年', 'マニュアル', 'ゆうき', 'スタジオ', 'バッグ', 'お茶', '鉄拳', 'ボム', '関西', 'ここに', '生地', 'ご飯', '車庫', '一目惚れ', 'マンション', '農家', 'オリジナル']"
./././Data/test_data/mid_presentation/yamaguchiichiro/20240914/split_audio_2_1.wav,86,0.9792023,428.48,589.34,160.86,86,"['サカナクション', '山口一郎', '音楽', '皆さん', '年間', '山口', '生放送', 'フェス', 'YouTube', 'おじさん', '裏話', '裏側', 'しん', '夏フェス', 'ANN', 'チャカナクション', '新宝島', 'ハッシュタグ', 'バンド', '.コム', 'ポスト', 'よろしくお願いします', '万端', '生配信', 'youtube', '遊び', 'アクション', '届け', 'うつ病', 'トレンド']"
./././Data/test_data/mid_presentation/yamaguchiichiro/20240914/split_audio_2_1.wav,86,0.96972215,0.0,311.68,311.68,86,"['サカナクション', '山口一郎', '音楽', '皆さん', '年間', '山口', '生放送', 'フェス', 'YouTube', 'おじさん', '裏話', '裏側', 'しん', '夏フェス', 'ANN', 'チャカナクション', '新宝島', 'ハッシュタグ', 'バンド', '.コム', 'ポスト', 'よろしくお願いします', '万端', '生配信', 'youtube', '遊び', 'アクション', '届け', 'うつ病', 'トレンド']"
./././Data/test_data/mid_presentation/leaders/20240912/split_audio_2_1.wav,74,0.86133766,20.06,194.64,174.57999999999998,74,"['私たち', 'ツッコミどころ', '肩車', 'るし', '原田', '真ん中', 'ファン', 'スタッフ', '背中', 'ポスト', '香り', '鈴鹿', 'カノン', 'ファンタスティック', 'そうじゃない', '口コミ', 'ダンスダンス', 'アクセント', 'いいね', 'ポテチ', 'ラジオ', 'AG', 'ライブ', 'きれいな', '郵便ポスト', 'アリ', 'ワシントンDC', 'ガブガブボリボリ', 'いいんじゃない', '飽き']"
./././Data/test_data/mid_presentation/leaders/20240912/split_audio_2_1.wav,74,0.8002996,242.96,271.0,28.039999999999992,74,"['私たち', 'ツッコミどころ', '肩車', 'るし', '原田', '真ん中', 'ファン', 'スタッフ', '背中', 'ポスト', '香り', '鈴鹿', 'カノン', 'ファンタスティック', 'そうじゃない', '口コミ', 'ダンスダンス', 'アクセント', 'いいね', 'ポテチ', 'ラジオ', 'AG', 'ライブ', 'きれいな', '郵便ポスト', 'アリ', 'ワシントンDC', 'ガブガブボリボリ', 'いいんじゃない', '飽き']"
./././Data/test_data/mid_presentation/yamaguchiichiro/20240914/split_audio_2_1.wav,86,0.6372908,628.4,718.0,89.60000000000002,86,"['サカナクション', '山口一郎', '音楽', '皆さん', '年間', '山口', '生放送', 'フェス', 'YouTube', 'おじさん', '裏話', '裏側', 'しん', '夏フェス', 'ANN', 'チャカナクション', '新宝島', 'ハッシュタグ', 'バンド', '.コム', 'ポスト', 'よろしくお願いします', '万端', '生配信', 'youtube', '遊び', 'アクション', '届け', 'うつ病', 'トレンド']"
./././Data/test_data/mid_presentation/ano/20240910/split_audio_4_1.wav,74,0.25049683,162.26,222.61,60.35000000000002,74,"['私たち', 'ツッコミどころ', '肩車', 'るし', '原田', '真ん中', 'ファン', 'スタッフ', '背中', 'ポスト', '香り', '鈴鹿', 'カノン', 'ファンタスティック', 'そうじゃない', '口コミ', 'ダンスダンス', 'アクセント', 'いいね', 'ポテチ', 'ラジオ', 'AG', 'ライブ', 'きれいな', '郵便ポスト', 'アリ', 'ワシントンDC', 'ガブガブボリボリ', 'いいんじゃない', '飽き']"
./././Data/test_data/mid_presentation/leaders/20240912/split_audio_2_1.wav,74,0.002,20.06,20.06,0.0,74,"['私たち', 'ツッコミどころ', '肩車', 'るし', '原田', '真ん中', 'ファン', 'スタッフ', '背中', 'ポスト', '香り', '鈴鹿', 'カノン', 'ファンタスティック', 'そうじゃない', '口コミ', 'ダンスダンス', 'アクセント', 'いいね', 'ポテチ', 'ラジオ', 'AG', 'ライブ', 'きれいな', '郵便ポスト', 'アリ', 'ワシントンDC', 'ガブガブボリボリ', 'いいんじゃない', '飽き']"
./././Data/test_data/mid_presentation/asairyo/20240824/split_audio_1_1.wav,86,0.002,47.24,56.2,8.96,86,"['サカナクション', '山口一郎', '音楽', '皆さん', '年間', '山口', '生放送', 'フェス', 'YouTube', 'おじさん', '裏話', '裏側', 'しん', '夏フェス', 'ANN', 'チャカナクション', '新宝島', 'ハッシュタグ', 'バンド', '.コム', 'ポスト', 'よろしくお願いします', '万端', '生配信', 'youtube', '遊び', 'アクション', '届け', 'うつ病', 'トレンド']"
./././Data/test_data/mid_presentation/suisei/20240909/split_audio_1_1.wav,74,0.0005000164,57.7,90.08,32.379999999999995,74,"['私たち', 'ツッコミどころ', '肩車', 'るし', '原田', '真ん中', 'ファン', 'スタッフ', '背中', 'ポスト', '香り', '鈴鹿', 'カノン', 'ファンタスティック', 'そうじゃない', '口コミ', 'ダンスダンス', 'アクセント', 'いいね', 'ポテチ', 'ラジオ', 'AG', 'ライブ', 'きれいな', '郵便ポスト', 'アリ', 'ワシントンDC', 'ガブガブボリボリ', 'いいんじゃない', '飽き']"
