file_path,topics,topic_probability,stime,etime,play_time,topic,nouns
./././Data/test_data/mid_presentation/hoshinogen/20240910/split_audio_4_1.wav,360,0.9730268,24.14,627.726,603.586,360,"['星野源', 'フェイタス', '可能性', '源さん', '一般的', '細野', '日本', 'イカれた', '自主制作', '街中', '誰だ', '有効成分', '白虹', '大成功', '一曲', 'よろしくお願いします', 'センチ', '追体験', 'マリオ', 'ひさ', 'なんだろう', '一緒に', 'わからん', 'キレリ', '新感覚', '落合', 'it', 'ジクロフェナク', '私たち', 'ツッコミどころ']"
./././Data/test_data/mid_presentation/hoshinogen/20240910/split_audio_2_1.wav,360,0.60052705,0.48,154.06,153.58,360,"['星野源', 'フェイタス', '可能性', '源さん', '一般的', '細野', '日本', 'イカれた', '自主制作', '街中', '誰だ', '有効成分', '白虹', '大成功', '一曲', 'よろしくお願いします', 'センチ', '追体験', 'マリオ', 'ひさ', 'なんだろう', '一緒に', 'わからん', 'キレリ', '新感覚', '落合', 'it', 'ジクロフェナク', '私たち', 'ツッコミどころ']"
./././Data/test_data/mid_presentation/sakuma/20240904/split_audio_4_1.wav,360,0.50099856,605.28,619.28,14.0,360,"['星野源', 'フェイタス', '可能性', '源さん', '一般的', '細野', '日本', 'イカれた', '自主制作', '街中', '誰だ', '有効成分', '白虹', '大成功', '一曲', 'よろしくお願いします', 'センチ', '追体験', 'マリオ', 'ひさ', 'なんだろう', '一緒に', 'わからん', 'キレリ', '新感覚', '落合', 'it', 'ジクロフェナク', '私たち', 'ツッコミどころ']"
./././Data/test_data/mid_presentation/yoasobi/20240909/split_audio_7_1.wav,360,0.50099856,284.84,303.1,18.260000000000048,360,"['星野源', 'フェイタス', '可能性', '源さん', '一般的', '細野', '日本', 'イカれた', '自主制作', '街中', '誰だ', '有効成分', '白虹', '大成功', '一曲', 'よろしくお願いします', 'センチ', '追体験', 'マリオ', 'ひさ', 'なんだろう', '一緒に', 'わからん', 'キレリ', '新感覚', '落合', 'it', 'ジクロフェナク', '私たち', 'ツッコミどころ']"
./././Data/test_data/mid_presentation/ano/20240910/split_audio_5_1.wav,360,0.33399248,148.4,163.4,15.0,360,"['星野源', 'フェイタス', '可能性', '源さん', '一般的', '細野', '日本', 'イカれた', '自主制作', '街中', '誰だ', '有効成分', '白虹', '大成功', '一曲', 'よろしくお願いします', 'センチ', '追体験', 'マリオ', 'ひさ', 'なんだろう', '一緒に', 'わからん', 'キレリ', '新感覚', '落合', 'it', 'ジクロフェナク', '私たち', 'ツッコミどころ']"
./././Data/test_data/mid_presentation/backnumber/20240911/split_audio_7_1.wav,360,0.3320651,344.06,383.018,38.95799999999997,360,"['星野源', 'フェイタス', '可能性', '源さん', '一般的', '細野', '日本', 'イカれた', '自主制作', '街中', '誰だ', '有効成分', '白虹', '大成功', '一曲', 'よろしくお願いします', 'センチ', '追体験', 'マリオ', 'ひさ', 'なんだろう', '一緒に', 'わからん', 'キレリ', '新感覚', '落合', 'it', 'ジクロフェナク', '私たち', 'ツッコミどころ']"
./././Data/test_data/mid_presentation/sakuma/20240904/split_audio_4_5.wav,360,0.08796793,883.22,982.62,99.39999999999998,360,"['星野源', 'フェイタス', '可能性', '源さん', '一般的', '細野', '日本', 'イカれた', '自主制作', '街中', '誰だ', '有効成分', '白虹', '大成功', '一曲', 'よろしくお願いします', 'センチ', '追体験', 'マリオ', 'ひさ', 'なんだろう', '一緒に', 'わからん', 'キレリ', '新感覚', '落合', 'it', 'ジクロフェナク', '私たち', 'ツッコミどころ']"
./././Data/test_data/mid_presentation/hoshinogen/20240910/split_audio_4_1.wav,360,0.002,24.14,24.14,0.0,360,"['星野源', 'フェイタス', '可能性', '源さん', '一般的', '細野', '日本', 'イカれた', '自主制作', '街中', '誰だ', '有効成分', '白虹', '大成功', '一曲', 'よろしくお願いします', 'センチ', '追体験', 'マリオ', 'ひさ', 'なんだろう', '一緒に', 'わからん', 'キレリ', '新感覚', '落合', 'it', 'ジクロフェナク', '私たち', 'ツッコミどころ']"
./././Data/test_data/mid_presentation/imase/20240912/split_audio_6_2.wav,360,0.002,25.86,314.172,288.312,360,"['星野源', 'フェイタス', '可能性', '源さん', '一般的', '細野', '日本', 'イカれた', '自主制作', '街中', '誰だ', '有効成分', '白虹', '大成功', '一曲', 'よろしくお願いします', 'センチ', '追体験', 'マリオ', 'ひさ', 'なんだろう', '一緒に', 'わからん', 'キレリ', '新感覚', '落合', 'it', 'ジクロフェナク', '私たち', 'ツッコミどころ']"
./././Data/test_data/mid_presentation/omoinotake/20240910/split_audio_2_2.wav,155,0.002,0.0,495.97,495.97,155,"['デイバイデイ', '吉祥寺', 'トマト', '山下達郎', 'たね', 'マジで', 'ディフェンディングチャンピオン', 'シャラ', '二郎系', 'イマジンスタジオ', '伊藤家の食卓', '生演奏', 'あるじゃん', 'にな', 'ライフハック', '歩いてる', 'スペシャルライブ', 'これはいい', 'いつまでも', 'ポン', 'ミエ', '回目', 'じゃなくて', '言葉自体', 'イントロ', 'あるかな', '吉祥寺駅', 'とはいえ', 'kg', '手と手']"
./././Data/test_data/mid_presentation/yoasobi/20240909/split_audio_7_3.wav,74,0.0010000027,528.92,543.78,14.860000000000014,74,"['センチ', 'なんだろう', '長さ', '野田洋次郎', '毒キノコ', '爆速', '月日', 'フレット', '万円', 'だいち', '一人焼肉', 'イベント会場', '社会生活', '一曲', '赤松さん', '鳥取県', 'みなしご', '写真集', '優越感', '高さ', '知りたくないの', '誰かが', 'なのかな', '普遍的', 'セレブ', '韓国', '自己分析', '稲葉', '斜め上', 'ことね']"
./././Data/test_data/mid_presentation/nodayojiro/20240912/split_audio_5_6.wav,74,3.571509e-05,218.46,785.372,566.9119999999999,74,"['センチ', 'なんだろう', '長さ', '野田洋次郎', '毒キノコ', '爆速', '月日', 'フレット', '万円', 'だいち', '一人焼肉', 'イベント会場', '社会生活', '一曲', '赤松さん', '鳥取県', 'みなしご', '写真集', '優越感', '高さ', '知りたくないの', '誰かが', 'なのかな', '普遍的', 'セレブ', '韓国', '自己分析', '稲葉', '斜め上', 'ことね']"
