file_path,topics,topic_probability,stime,etime,play_time,topic,nouns
./././Data/test_data/mid_presentation/yamaguchiichiro/20240914/split_audio_2_1.wav,141,0.9714835,0.0,261.92,261.92,141,"['サカナクション', '山口一郎', '年間', '山口', 'フェス', 'You', 'YouTube', '新宝島', 'ANN', '.コム', '生配信', '年ぶり', 'よろしくお願いします', 'youtube', '北海道出身', 'ハッシュタグ', '夏フェス', '可能性', '緊張感', '最終的', '東京', '自己責任', 'いいんじゃない', '共産', 'マジで', '今川焼き', '認知度', 'ソロライブ', '野田', '日本放送']"
./././Data/test_data/mid_presentation/kitanitatsuya/20240909/split_audio_1_1.wav,338,0.95008725,0.74,74.28,73.54,338,"['日本', '北谷', '達也', '羊文学', '三井', '.コム', 'フェス', '土砂災害警戒情報', '契約書', 'NG', '立夫', '山部', '富岡市', '日本放送', 'ヨドバシカメラ', 'ボッチザロック', 'アニプレックス', '大学年生', '時生', '小川', '安中市', 'ご挨拶', 'ウィアヤスティ', '結束バンド', 'オツ', '年ぶり', 'やの', '群馬県安中市', '野田洋次郎', '月日']"
./././Data/test_data/mid_presentation/yamaguchiichiro/20240914/split_audio_2_1.wav,141,0.94129336,443.98,589.34,145.36,141,"['サカナクション', '山口一郎', '年間', '山口', 'フェス', 'You', 'YouTube', '新宝島', 'ANN', '.コム', '生配信', '年ぶり', 'よろしくお願いします', 'youtube', '北海道出身', 'ハッシュタグ', '夏フェス', '可能性', '緊張感', '最終的', '東京', '自己責任', 'いいんじゃない', '共産', 'マジで', '今川焼き', '認知度', 'ソロライブ', '野田', '日本放送']"
./././Data/test_data/mid_presentation/hanbureddazu/20240911/split_audio_12_3.wav,347,0.9167774,34.48,371.382,336.902,347,"['卓球部', '下ネタ', 'イケてる', '今すぐ', 'ぅっくんが', '残ってる', '札幌市', '年間', 'bastante', '北海道札幌市', 'サウンドハウス', 'テジマ', 'な!', 'ガチ', '対バンライブ', 'ガッツリ', 'OK', 'イケ', '日本放送', '岡上', 'ほんまや', 'すぎや', '時間営業', '今見', 'Thankfully', '桐山', '生演奏', '日目', 'ウェブサイト', '体育会系']"
./././Data/test_data/mid_presentation/yamaguchiichiro/20240914/split_audio_2_1.wav,141,0.9092717,311.68,409.96,98.27999999999997,141,"['サカナクション', '山口一郎', '年間', '山口', 'フェス', 'You', 'YouTube', '新宝島', 'ANN', '.コム', '生配信', '年ぶり', 'よろしくお願いします', 'youtube', '北海道出身', 'ハッシュタグ', '夏フェス', '可能性', '緊張感', '最終的', '東京', '自己責任', 'いいんじゃない', '共産', 'マジで', '今川焼き', '認知度', 'ソロライブ', '野田', '日本放送']"
./././Data/test_data/mid_presentation/nodayojiro/20240912/split_audio_5_1.wav,338,0.75049967,553.68,571.16,17.480000000000018,338,"['日本', '北谷', '達也', '羊文学', '三井', '.コム', 'フェス', '土砂災害警戒情報', '契約書', 'NG', '立夫', '山部', '富岡市', '日本放送', 'ヨドバシカメラ', 'ボッチザロック', 'アニプレックス', '大学年生', '時生', '小川', '安中市', 'ご挨拶', 'ウィアヤスティ', '結束バンド', 'オツ', '年ぶり', 'やの', '群馬県安中市', '野田洋次郎', '月日']"
./././Data/test_data/mid_presentation/kitanitatsuya/20240909/split_audio_2_1.wav,338,0.69843817,0.0,32.4,32.4,338,"['日本', '北谷', '達也', '羊文学', '三井', '.コム', 'フェス', '土砂災害警戒情報', '契約書', 'NG', '立夫', '山部', '富岡市', '日本放送', 'ヨドバシカメラ', 'ボッチザロック', 'アニプレックス', '大学年生', '時生', '小川', '安中市', 'ご挨拶', 'ウィアヤスティ', '結束バンド', 'オツ', '年ぶり', 'やの', '群馬県安中市', '野田洋次郎', '月日']"
./././Data/test_data/mid_presentation/suisei/20240909/split_audio_1_1.wav,338,0.6673326,239.42,247.22,7.800000000000011,338,"['日本', '北谷', '達也', '羊文学', '三井', '.コム', 'フェス', '土砂災害警戒情報', '契約書', 'NG', '立夫', '山部', '富岡市', '日本放送', 'ヨドバシカメラ', 'ボッチザロック', 'アニプレックス', '大学年生', '時生', '小川', '安中市', 'ご挨拶', 'ウィアヤスティ', '結束バンド', 'オツ', '年ぶり', 'やの', '群馬県安中市', '野田洋次郎', '月日']"
./././Data/test_data/mid_presentation/imase/20240912/split_audio_2_1.wav,338,0.50099915,235.76,241.18,5.420000000000016,338,"['日本', '北谷', '達也', '羊文学', '三井', '.コム', 'フェス', '土砂災害警戒情報', '契約書', 'NG', '立夫', '山部', '富岡市', '日本放送', 'ヨドバシカメラ', 'ボッチザロック', 'アニプレックス', '大学年生', '時生', '小川', '安中市', 'ご挨拶', 'ウィアヤスティ', '結束バンド', 'オツ', '年ぶり', 'やの', '群馬県安中市', '野田洋次郎', '月日']"
./././Data/test_data/mid_presentation/imase/20240912/split_audio_2_1.wav,338,0.5009991,514.42,540.42,26.0,338,"['日本', '北谷', '達也', '羊文学', '三井', '.コム', 'フェス', '土砂災害警戒情報', '契約書', 'NG', '立夫', '山部', '富岡市', '日本放送', 'ヨドバシカメラ', 'ボッチザロック', 'アニプレックス', '大学年生', '時生', '小川', '安中市', 'ご挨拶', 'ウィアヤスティ', '結束バンド', 'オツ', '年ぶり', 'やの', '群馬県安中市', '野田洋次郎', '月日']"
./././Data/test_data/mid_presentation/backnumber/20240911/split_audio_5_2.wav,347,0.5009977,221.62,259.9,38.27999999999997,347,"['卓球部', '下ネタ', 'イケてる', '今すぐ', 'ぅっくんが', '残ってる', '札幌市', '年間', 'bastante', '北海道札幌市', 'サウンドハウス', 'テジマ', 'な!', 'ガチ', '対バンライブ', 'ガッツリ', 'OK', 'イケ', '日本放送', '岡上', 'ほんまや', 'すぎや', '時間営業', '今見', 'Thankfully', '桐山', '生演奏', '日目', 'ウェブサイト', '体育会系']"
./././Data/test_data/mid_presentation/yamaguchiichiro/20240914/split_audio_3_2.wav,141,0.5009958,971.46,982.88,11.419999999999959,141,"['サカナクション', '山口一郎', '年間', '山口', 'フェス', 'You', 'YouTube', '新宝島', 'ANN', '.コム', '生配信', '年ぶり', 'よろしくお願いします', 'youtube', '北海道出身', 'ハッシュタグ', '夏フェス', '可能性', '緊張感', '最終的', '東京', '自己責任', 'いいんじゃない', '共産', 'マジで', '今川焼き', '認知度', 'ソロライブ', '野田', '日本放送']"
./././Data/test_data/mid_presentation/yamaguchiichiro/20240914/split_audio_2_5.wav,141,0.50099564,252.4,277.46,25.059999999999974,141,"['サカナクション', '山口一郎', '年間', '山口', 'フェス', 'You', 'YouTube', '新宝島', 'ANN', '.コム', '生配信', '年ぶり', 'よろしくお願いします', 'youtube', '北海道出身', 'ハッシュタグ', '夏フェス', '可能性', '緊張感', '最終的', '東京', '自己責任', 'いいんじゃない', '共産', 'マジで', '今川焼き', '認知度', 'ソロライブ', '野田', '日本放送']"
./././Data/test_data/mid_presentation/yoasobi/20240909/split_audio_4_1.wav,347,0.50099385,68.36,95.36,27.0,347,"['卓球部', '下ネタ', 'イケてる', '今すぐ', 'ぅっくんが', '残ってる', '札幌市', '年間', 'bastante', '北海道札幌市', 'サウンドハウス', 'テジマ', 'な!', 'ガチ', '対バンライブ', 'ガッツリ', 'OK', 'イケ', '日本放送', '岡上', 'ほんまや', 'すぎや', '時間営業', '今見', 'Thankfully', '桐山', '生演奏', '日目', 'ウェブサイト', '体育会系']"
./././Data/test_data/mid_presentation/ano/20240910/split_audio_4_1.wav,347,0.49721724,100.8,125.5,24.700000000000003,347,"['卓球部', '下ネタ', 'イケてる', '今すぐ', 'ぅっくんが', '残ってる', '札幌市', '年間', 'bastante', '北海道札幌市', 'サウンドハウス', 'テジマ', 'な!', 'ガチ', '対バンライブ', 'ガッツリ', 'OK', 'イケ', '日本放送', '岡上', 'ほんまや', 'すぎや', '時間営業', '今見', 'Thankfully', '桐山', '生演奏', '日目', 'ウェブサイト', '体育会系']"
./././Data/test_data/mid_presentation/suisei/20240909/split_audio_5_1.wav,347,0.39846614,73.52,114.68,41.16000000000001,347,"['卓球部', '下ネタ', 'イケてる', '今すぐ', 'ぅっくんが', '残ってる', '札幌市', '年間', 'bastante', '北海道札幌市', 'サウンドハウス', 'テジマ', 'な!', 'ガチ', '対バンライブ', 'ガッツリ', 'OK', 'イケ', '日本放送', '岡上', 'ほんまや', 'すぎや', '時間営業', '今見', 'Thankfully', '桐山', '生演奏', '日目', 'ウェブサイト', '体育会系']"
./././Data/test_data/mid_presentation/hoshinogen/20240910/split_audio_3_6.wav,338,0.33400893,102.1,419.624,317.524,338,"['日本', '北谷', '達也', '羊文学', '三井', '.コム', 'フェス', '土砂災害警戒情報', '契約書', 'NG', '立夫', '山部', '富岡市', '日本放送', 'ヨドバシカメラ', 'ボッチザロック', 'アニプレックス', '大学年生', '時生', '小川', '安中市', 'ご挨拶', 'ウィアヤスティ', '結束バンド', 'オツ', '年ぶり', 'やの', '群馬県安中市', '野田洋次郎', '月日']"
./././Data/test_data/mid_presentation/tibayuki/20240914/split_audio_15_2.wav,347,0.31921566,392.94,526.34,133.40000000000003,347,"['卓球部', '下ネタ', 'イケてる', '今すぐ', 'ぅっくんが', '残ってる', '札幌市', '年間', 'bastante', '北海道札幌市', 'サウンドハウス', 'テジマ', 'な!', 'ガチ', '対バンライブ', 'ガッツリ', 'OK', 'イケ', '日本放送', '岡上', 'ほんまや', 'すぎや', '時間営業', '今見', 'Thankfully', '桐山', '生演奏', '日目', 'ウェブサイト', '体育会系']"
./././Data/test_data/mid_presentation/yoasobi/20240909/split_audio_10_1.wav,347,0.16201343,89.36,308.895,219.53499999999997,347,"['卓球部', '下ネタ', 'イケてる', '今すぐ', 'ぅっくんが', '残ってる', '札幌市', '年間', 'bastante', '北海道札幌市', 'サウンドハウス', 'テジマ', 'な!', 'ガチ', '対バンライブ', 'ガッツリ', 'OK', 'イケ', '日本放送', '岡上', 'ほんまや', 'すぎや', '時間営業', '今見', 'Thankfully', '桐山', '生演奏', '日目', 'ウェブサイト', '体育会系']"
./././Data/test_data/mid_presentation/hanbureddazu/20240911/split_audio_12_3.wav,347,0.002,34.48,34.48,0.0,347,"['卓球部', '下ネタ', 'イケてる', '今すぐ', 'ぅっくんが', '残ってる', '札幌市', '年間', 'bastante', '北海道札幌市', 'サウンドハウス', 'テジマ', 'な!', 'ガチ', '対バンライブ', 'ガッツリ', 'OK', 'イケ', '日本放送', '岡上', 'ほんまや', 'すぎや', '時間営業', '今見', 'Thankfully', '桐山', '生演奏', '日目', 'ウェブサイト', '体育会系']"
./././Data/test_data/mid_presentation/asairyo/20240824/split_audio_5_1.wav,338,0.002,388.96,391.92,2.9600000000000364,338,"['日本', '北谷', '達也', '羊文学', '三井', '.コム', 'フェス', '土砂災害警戒情報', '契約書', 'NG', '立夫', '山部', '富岡市', '日本放送', 'ヨドバシカメラ', 'ボッチザロック', 'アニプレックス', '大学年生', '時生', '小川', '安中市', 'ご挨拶', 'ウィアヤスティ', '結束バンド', 'オツ', '年ぶり', 'やの', '群馬県安中市', '野田洋次郎', '月日']"
